timestamp,lat,long,accMax,accMin,accStd,accZcr,accMean,accVar,gyroMax,gyroMin,gyroStd,gyroZcr,gyroMean,gyroVar,pothole
1493003563.5090911,40.44752578219993,-79.94419306193741,1.0163325286774667,0.9704588524200541,0.011638148321589027,0.0,0.9808211357509847,0.0001354464963553055,0.12289667445514467,0.011418829063711474,0.037068292760649754,0.0,0.0301773001580378,0.001374058328189239,No
1493003565.6,40.447530933082206,-79.94419334210514,0.9869158662601755,0.9730094939432552,0.004482468509354017,0.0,0.9803027221376375,2.0092523937350428e-05,0.024550362414177452,0.003364127246786443,0.007685876580176123,0.0,0.015196313215235513,5.9072698805699815e-05,No
1493003567.6,40.44754263395765,-79.9441939785413,0.9833196925273942,0.970811068766512,0.004584181505819455,0.0,0.9764279599930366,2.1014720078297126e-05,0.020573847315933515,0.01003934088335047,0.002939115527156706,0.0,0.014384488322645,8.63840008197364e-06,No
1493003569.6,40.44753681857524,-79.94419366222992,0.9862682954658195,0.9703707185827473,0.005029417220028622,0.0,0.9821367653906657,2.5295037573120428e-05,0.022947916051555568,0.003993434705832129,0.006036376842777532,0.0,0.013180023413192302,3.643784538802085e-05,No
1493003571.6,40.447528591819186,-79.94419321475871,0.9970803802049204,0.9604854705380478,0.011977257091816124,0.0,0.9838796398117579,0.00014345468744345963,0.06938823022326672,0.010600226992978896,0.017568329575428063,0.0,0.03461349011011663,0.00030864620407086046,No
1493003573.6,40.44758591471965,-79.94419633267646,1.0379208891547613,0.880114160965904,0.04420287586869978,0.0,0.9748095689565828,0.0019538942350636815,0.37885978238123336,0.01871895881399905,0.09755396619613979,0.0,0.12076266514400971,0.009516776320597584,No
1493003575.6,40.44772189768029,-79.94420372908664,1.0449429181243917,0.9214447487881099,0.03013242016255959,0.0,0.9846266573854864,0.0009079627448530277,0.17323138143759834,0.0267231350266957,0.040170912587326114,0.0,0.07083036640421794,0.0016137022180985957,No
1493003577.6,40.44789402908485,-79.94421309168958,1.0037097155240082,0.9433401786537282,0.02151129609062938,0.0,0.9729695442990938,0.00046273585949872694,0.16516633561624064,0.03529606652277561,0.04070158464585332,0.0,0.07615006915717851,0.001656618992683563,No
1493003579.6,40.4481128773433,-79.94422499532422,1.0584656466986473,0.8970392283714992,0.052519093916931416,0.0,0.9806075222938097,0.0027582552258554626,0.13818721803229836,0.01786939941161582,0.040683357435131504,0.0,0.06881639332238718,0.0016551355721946698,No
1493003581.6,40.44833994082016,-79.94423873632802,1.0720305962589063,0.9489717263888722,0.03271517978831552,0.0,1.0157306707945704,0.0010702829885818083,0.3113055938634704,0.06555013486564878,0.08226024379481504,0.0,0.1342468214090403,0.006766747709182406,No
1493003583.6,40.44856355265462,-79.94426507169561,1.056564511093528,0.9186749019916804,0.040774021811425115,0.0,0.9748261554641966,0.0016625208546785712,0.1780772453838394,0.04713471346240944,0.04384036210539725,0.0,0.10374506111290456,0.001921977349532351,No
1493003585.6,40.44879795726645,-79.9443315236166,1.145778736266407,0.9173482365150073,0.0682348465021451,0.0,1.0043080173772985,0.004655994277171303,0.1817191496240547,0.02738222956350967,0.05143279332025176,0.0,0.09251643602296516,0.0026453322287237338,No
1493003587.6,40.44903485694136,-79.94442883930994,0.9946508617019141,0.9091006799351101,0.024059769142543215,0.0,0.9574294418808895,0.0005788724911924746,0.23936247109876144,0.03481603699039461,0.058426650804825106,0.0,0.08494020347114943,0.00341367352426897,No
1493003589.6,40.44927209557376,-79.94452813518792,1.0353718193535808,0.9391862794874976,0.03166012744519203,0.0,0.9824729046853703,0.0010023636698458017,0.26718165555301854,0.046675656636806236,0.07335422013238176,0.0,0.10762262521800621,0.005380841611229922,No
1493003591.6,40.449499520216555,-79.94462348860655,1.0543408655387663,0.8616304934599746,0.06308535909550647,0.0,0.9619551359738887,0.003979762532209001,0.284638037453759,0.04721877957987326,0.07115168476141454,0.0,0.11480561164209342,0.0050625622443877085,No
1493003593.6,40.449731919814226,-79.9447209278984,1.014848584842875,0.9455709776418102,0.021298527034626213,0.0,0.9859017462140223,0.0004536272538447036,0.13102708868275736,0.04455463270818767,0.025737499287441783,0.0,0.07289263570377011,0.0006624188695710662,No
1493003595.6,40.449958470139755,-79.94481591473792,1.0882655707675726,0.9472103228107637,0.051987622597774515,0.0,1.0064270754544642,0.0027027129033686354,0.14712860776966621,0.024897384396085607,0.041676692394569934,0.0,0.05972883381304336,0.0017369466889516033,No
1493003597.6,40.45014514711027,-79.94489418368501,1.036207664915778,0.9117520766410614,0.034227548582296353,0.0,0.9975274664044111,0.0011715250819534573,0.10547572041025301,0.03210977585662669,0.022363435305081152,0.0,0.057887751820112535,0.0005001232386445502,No
1493003599.6,40.450277363411615,-79.94494961864659,1.0438200133408344,0.9709867915874533,0.01887799645544834,0.0,1.0035962547181225,0.0003563787501719201,0.05221098709401239,0.006807437046816576,0.014427532086239356,0.0,0.023934878682336215,0.00020815368209946614,No
1493003601.6,40.45034478570376,-79.94497788711378,1.0152434615876706,0.9544439614088611,0.01584199925297457,0.0,0.9832485816161236,0.0002509689403312469,0.05827407228424939,0.00969508274792163,0.015927908999191276,0.0,0.028075982380484293,0.0002536982850865185,No
1493003603.6,40.450396932635144,-79.94499975100732,1.0511751154676352,0.9350378788677889,0.03227749562949187,0.0,0.9978684122725697,0.001041836724111867,0.18048271671118424,0.04794997230945716,0.03994023295066495,0.0,0.10977355575274314,0.001595222208153382,No
1493003605.6,40.45044055937572,-79.94501804259967,1.0877201908410172,0.9406054456068779,0.03763461674263652,0.0,1.0234128532076334,0.0014163643773651368,0.24009336521174876,0.021765100824830148,0.06177509156481345,0.0,0.10189577900989251,0.003816161937841086,No
1493003607.6,40.45059353345694,-79.94508386895059,1.037594041705848,0.8597539354829115,0.04911419163494149,0.0,0.9707051885636186,0.0024122038199537567,0.11892802424340677,0.029399267322845785,0.023805541488161178,0.0,0.07833392255624222,0.000566703805544563,No
1493003609.6,40.45083185120064,-79.94518643441367,1.032356969112511,0.9303989344221475,0.031227676233556073,0.0,0.9842666293194666,0.0009751677629478029,0.158141334185227,0.022207857421979924,0.03894302922841559,0.0,0.06899495237123353,0.001516559525485231,No
1493003611.6,40.45103474763531,-79.94527376418341,1.0179324215146954,0.9551460593242117,0.019677397886378917,0.0,0.9804849683985054,0.00038719998757886945,0.26858571640101564,0.014314897712565168,0.06814950350657323,0.0,0.08035314079703647,0.004644354828192436,No
1493003613.6,40.45119179614799,-79.945341360297,1.0329972867281583,0.9704566306559496,0.022270044446793463,0.0,1.0066840006890196,0.0004959548796621563,0.05719988966799642,0.020492082407941006,0.011807042530091613,0.0,0.03581012293042195,0.00013940625330739217,No
1493003615.6,40.45128502774642,-79.94538148862176,1.0683421608873538,0.9651594882108004,0.03323754497549953,0.0,1.006605512066025,0.0011047343959983541,0.16226722250511677,0.019887371262925554,0.04266490121763865,0.0,0.06691371735243865,0.0018202937959108639,No
1493003617.6,40.45136278621122,-79.94541495706997,1.053483968950616,0.7648439830242929,0.08186111533706676,0.0,0.9688445804904745,0.006701242204228547,0.2861706527377141,0.027411045759433914,0.07792777904606037,0.0,0.1525191885167868,0.006072738747051606,No
1493003619.6,40.45151157403633,-79.94547963515578,1.0703601441516686,0.9365059585700362,0.04111463796099867,0.0,1.0172081253711247,0.0016904134546639929,0.20789588326785713,0.05836803572876248,0.045003943951860935,0.0,0.123037283751989,0.0020253549712222407,No
1493003621.6,40.45171779128965,-79.94556937533272,1.1133727342469506,0.9368394702806905,0.047935352062893684,0.0,0.9896386281495178,0.0022977979773935657,0.19037822356043485,0.03261427665884202,0.05181527665001967,0.0,0.08634121334908493,0.002684822894318074,No
1493003623.6,40.451946200831145,-79.94566878371063,1.0300140096041297,0.9340880659748964,0.03289084125859773,0.0,0.9727582092602413,0.001081807438698275,0.13719139564887534,0.03135670775175383,0.028811179471046503,0.0,0.07779720510447434,0.0008300840625128515,No
1493003625.6,40.45219750496453,-79.94577815627049,1.0325389831815528,0.8987344339248645,0.039658811357861444,0.0,0.9566702371484264,0.0015728213183184396,0.14943751602923655,0.01515011748646552,0.038373405952869415,0.0,0.07992354800277286,0.0014725182844237139,No
1493003627.6,40.45245220919419,-79.94588954715843,1.040578329281772,0.8965361540983536,0.042986453571320665,0.0,0.9763131190753167,0.0018478351906393072,0.23889107883564414,0.025620797078695055,0.06425510677355512,0.0,0.07975070235346235,0.004128718746480969,No
1493003629.6,40.45270588627912,-79.94600507896762,1.0138428369086157,0.8792714008132659,0.04091261529799811,0.0,0.9552255468279762,0.0016738420905219892,0.11202505491082222,0.029106902867965682,0.025369627602645533,0.0,0.06932138318528594,0.0006436180046969141,No
1493003631.6,40.45296309666537,-79.94612368715777,1.0552737537189751,0.9187477309355483,0.04115454625814518,0.0,0.9840761353611338,0.0016936966777138112,0.11955843470537664,0.01595716748373824,0.030844105147701712,0.0,0.06338059388866094,0.0009513588223624792,No
1493003633.6,40.45319777344044,-79.94623190435674,1.0725061169950205,0.9312646416308766,0.04147088513031008,0.0,1.0058388839029133,0.0017198343134913739,0.16920429227993714,0.0262935518561041,0.03765283783996092,0.0,0.0700300997446705,0.001417736197402393,No
1493003635.6,40.45337552397448,-79.94631387098896,1.037932467465162,0.9729880831886879,0.017748066722705208,0.0,1.012636066154864,0.000314993872393596,0.09723724631444657,0.022121453838064964,0.02451586194553781,0.0,0.04721772741341638,0.000601027486932669,No
1493003637.6,40.45347384258017,-79.94635920893992,1.0388007522238367,0.9754322263120833,0.016962811372716175,0.0,1.0149139162574579,0.00028773696966634925,0.04519746022243283,0.011707289553530016,0.010413675070380438,0.0,0.02707689487547617,0.00010844462847146302,No
1493003639.6,40.45349788498999,-79.94637029568784,1.0231655480471946,0.9554619500556888,0.015869599640552557,0.0,0.9863749946336252,0.00025184419275142586,0.06945228613235277,0.009572170961202074,0.01688114379997464,0.0,0.020712614320205262,0.0002849730159954222,No
1493003641.6,40.45350390812722,-79.94637307315496,0.9952639992299829,0.9795196063225046,0.004323354096769737,0.0,0.9827745861931604,1.8691390646055666e-05,0.01981452486045359,0.012087946401139657,0.002059341997759514,0.0,0.014919693607103051,4.240889463736146e-06,No
1493003643.6,40.453511282814034,-79.94637647386625,0.9849057967362048,0.9727969051160206,0.003257303546652254,0.0,0.9821131908080295,1.0610026395033352e-05,0.030571191084794072,0.012086160856680142,0.004994194153394394,0.0,0.016223201221848327,2.4941975241798746e-05,No
1493003645.6,40.453510674778116,-79.94637619348086,0.9919873738833972,0.9674633919570036,0.006585672030807839,0.0,0.982010869503139,4.3371076097364645e-05,0.01947314201025606,0.006111878525566619,0.004382625950564117,0.0,0.014904453432629536,1.9207410222558035e-05,No
1493003647.6,40.453521950152265,-79.94638139292763,1.069301710168891,0.9652854889400694,0.026264599014488094,0.0,0.9984069040020552,0.000689829161391849,0.4299840478751844,0.025651618358452238,0.1441434361372765,0.0,0.2364966310942873,0.020777330181461114,No
1493003649.6,40.45354739421397,-79.94640845556194,1.0413380293820864,0.9057810290352626,0.04616034942736983,0.0,0.9830642163949441,0.002130777859256882,0.6872453322500599,0.3857422542315373,0.07846629000467034,0.0,0.5038946075601436,0.006156958667097029,No
1493003651.6,40.453528599855694,-79.94653513217818,1.0796189498342204,0.7064964075439031,0.10330736327693182,0.0,0.9707260647057334,0.010672411307231962,0.4660401458047651,0.044480421150620175,0.12926783869769506,0.0,0.24999477314886964,0.01671017412157331,No
1493003653.6,40.45347392453091,-79.94669944092654,1.055372723537288,0.879444671193789,0.060074969604396296,0.0,0.9686157081394132,0.0036090019729691386,0.26382757979536586,0.029741989460306883,0.06940822725153904,0.0,0.11837168837007125,0.004817502010201287,No
1493003655.6,40.453415529084495,-79.94688031500723,1.0595276637217776,0.9129506510708694,0.04698936407769681,0.0,0.9943396877648999,0.0022080003364263437,0.25582663089412655,0.022953945204418135,0.07500385257232342,0.0,0.11241290349434441,0.005625577900690827,No
