timestamp,lat,long,accMax,accMin,accStd,accZcr,accMean,accVar,gyroMax,gyroMin,gyroStd,gyroZcr,gyroMean,gyroVar,pothole
1493002314.409091,40.44746467842726,-79.94418973836979,1.0038078006802857,0.9752895776904178,0.006958526708307682,0.0,0.9828075248116085,4.8421093950231346e-05,0.041751974349992615,0.010538833679781128,0.0085833553937731,0.0,0.020718372985154512,7.367398981581376e-05,No
1493002316.5,40.44746617617327,-79.94418981983546,0.9872254334880921,0.9796668076012547,0.0021891841531333084,0.0,0.983363846765748,4.79252725633e-06,0.016521199040806938,0.011131950698800472,0.0013683610751680344,0.0,0.013821149272995884,1.872412032035019e-06,No
1493002318.5,40.44746652863372,-79.94418983900654,0.9932487817609442,0.9797416195416426,0.004314285718930786,0.0,0.9851533605141466,1.8613061264570128e-05,0.022820535755096877,0.014332712285795572,0.0022154044086580616,0.0,0.016788413520084963,4.9080166939015765e-06,No
1493002320.5,40.44746317957437,-79.94418965684386,0.9889778134473152,0.9742816838090423,0.0047776727448858546,0.0,0.9829600175369668,2.2826156857225137e-05,0.028937876518416963,0.014038163141985475,0.00465499965540377,0.0,0.02142928007708484,2.166902179180922e-05,No
1493002322.5,40.447485416661785,-79.94419086636762,1.026799247248335,0.9571263520273157,0.017546961608252698,0.0,0.9929968192410852,0.00030789586168149415,0.07661142422356014,0.009589312182137042,0.021109558107479148,0.0,0.03726272241120858,0.00044561344349303866,No
1493002324.5,40.44757169207625,-79.94419555907582,1.0453019022627108,0.9710813603115277,0.024026747207028368,0.0,1.0055889792211894,0.0005772845813504454,0.1142538831159457,0.007745428679130346,0.028549598423738814,0.0,0.06255495354422973,0.0008150795701567497,No
1493002326.5,40.44772703180265,-79.94420400834275,1.0628796805845564,0.9613047215289903,0.02935547599322225,0.0,1.0081976560763313,0.0008617439707886479,0.11498472784918454,0.03542314318992235,0.022384482198368808,0.0,0.07129999524649676,0.0005010650432890901,No
1493002328.5,40.447928691805416,-79.94421497707063,1.028340706256233,0.9329885808063837,0.02884604252658938,0.0,0.9927012509531382,0.0008320941694458029,0.2733659399120765,0.018460186096810917,0.06832381754645465,0.0,0.0822331208844519,0.004668144044121225,No
1493002330.5,40.44813571022035,-79.94422623725431,1.059946988322219,0.9734889886033992,0.022588579497466905,0.0,1.019159627484355,0.0005102439237133822,0.12240825524388305,0.035822423340399166,0.024749730086128168,0.0,0.06868465161569107,0.0006125491393361977,No
1493002332.5,40.44832072860596,-79.94423630080829,1.0197377001578474,0.8853187923880205,0.03732117090422433,0.0,0.9801342348490761,0.0013928697976623204,0.2448274378205783,0.01290027056422801,0.0722662698459921,0.0,0.09145955949789315,0.005222413757453748,No
