timestamp,lat,long,accMax,accMin,accStd,accZcr,accMean,accVar,gyroMax,gyroMin,gyroStd,gyroZcr,gyroMean,gyroVar,pothole,pothole type
1524039365488.2744,42.63157973999999,-71.36094691000005,9.826646004221828,0.0,2.3094351251408436,0.0,9.237716097313246,5.333490597234304,0.0011529489715281815,0.0,0.00034039219881334574,0.0,0.000768814993199747,1.158668490129843e-07,No,0
1619291827089.6863,42.631594695294126,-71.36095785196073,9.826646004221828,9.806766546535211,0.005758240443697116,0.0,9.816622409826609,3.315733300742916e-05,0.001192717401541813,0.0,0.0003015947005772117,0.0,0.0007115044296129393,9.095936341625798e-08,No,0
1619291828458.4314,42.63160906627454,-71.36095172627451,9.821649423929163,9.811168807169182,0.003070942025521773,0.0,9.816337881538995,9.43068492411577e-06,0.0012024540316786904,0.0,0.00033850295512920757,0.0,0.000631249168935545,1.1458425063120633e-07,No,0
1619291830965.0588,42.63160858607845,-71.36093986215691,9.837415979019676,9.778610074091414,0.013172450108458477,0.0,9.817771880247776,0.00017351344185982776,0.005124385841757944,0.00021596711953296435,0.0015383790519371927,0.0,0.0014031359748344536,2.366610107439176e-06,No,0
1619291834276.8235,42.631604742156846,-71.36093860921561,9.83835146490433,9.790360723150497,0.01083243412514638,0.0,9.816861866636193,0.00011734162907563582,0.006489802911732792,0.0,0.0018663986956523515,0.0,0.0016474132300034528,3.4834440911327986e-06,No,0
1619291838041.804,42.63160303352945,-71.36094208941174,9.822518109702157,9.808732665401234,0.003228379480226433,0.0,9.814796720816624,1.0422434068347092e-05,0.0015423138077510648,0.00015271181473508477,0.00039497072207947084,0.0,0.0007667988838452311,1.560018712999786e-07,No,0
1619291842295.4119,42.631598401372486,-71.36093856784319,9.829284407853264,9.805080942448663,0.006268416712523053,0.0,9.817258778331313,3.929304808183833e-05,0.006270489325137938,0.00034147399871500367,0.0012342459366714476,0.0,0.0012597637579204967,1.523363032189979e-06,No,0
1619291847008.8628,42.63159690568629,-71.36093772215682,9.820011360712785,9.80871224179093,0.0025588609338297818,0.0,9.815788764637954,6.5477692786802225e-06,0.00153473469183635,0.00015271181473508477,0.000363606957858615,0.0,0.0006393304065065566,1.3221001980319664e-07,No,0
1619291852179.255,42.63159554156859,-71.36093676588226,9.828507349186989,9.805897106966142,0.004415763798627166,0.0,9.815675139221455,1.9498969925266214e-05,0.0017141858222835958,0.00015271181473508477,0.0004215151894460495,0.0,0.0008578784470489583,1.7767505493373902e-07,No,0
1619291857639.157,42.63159488980394,-71.36093649058832,9.879585988339258,9.780087264742043,0.023162398973504455,0.0,9.826813365404023,0.0005364967262078003,0.02434879633953934,0.00034147399871500367,0.008131479115908719,0.0,0.007138981030205922,6.612095261245963e-05,No,0
1619291860059.608,42.63159133607847,-71.36093225921567,9.870043761029384,9.781106954693522,0.02982573290440147,0.0,9.823305291922122,0.0008895743432846965,0.05781891902684222,0.02434879633953934,0.0074115922766668655,0.0,0.050839203380706584,5.4931700075547934e-05,No,0
1619291861274.392,42.631588140000034,-71.36092822,9.898563102510455,9.700834327320282,0.07096703809797222,0.0,9.826749874476924,0.005036320496399041,0.06330563308310232,0.04984818550305677,0.004641798317768581,0.0,0.05732045598882184,2.154629162283923e-05,No,0
1619291862969.608,42.63157319392156,-71.36092912882359,9.865913717128718,9.685840792879947,0.04947881816721964,0.0,9.804791611594114,0.0024481534472247848,0.05535018454143697,0.018142523961611614,0.011124494991824777,0.0,0.03675771539009855,0.00012375438882313453,No,0
1619291866021.2744,42.631548137058815,-71.36092569235295,10.058822233276942,9.528426141714588,0.14607490669559053,0.0,9.812333837902623,0.021337878366125478,0.16626108734186887,0.02749067212265384,0.034288616635096573,0.0,0.0793741225231345,0.0011757092307486214,No,0
1619291869544.7844,42.63151429529412,-71.3609152205882,10.194338873009793,9.548898935787156,0.14052749753702176,0.0,9.849203572760471,0.019747977564017655,0.27537777512042294,0.03051715560624805,0.07266463227524807,0.0,0.20167860469861762,0.005280148783697022,No,0
1619291873585.647,42.631494048235275,-71.36091453156858,10.047805896241654,9.792007039965563,0.0762367795812802,0.0,9.90185126846707,0.005812046560924701,0.2137312392122097,0.003961687141226633,0.08212258699047056,0.0,0.08719174187006945,0.006744119294007404,No,0
1619291878054.7844,42.631510680000005,-71.36106081509804,10.06732662148938,9.581547405313554,0.14626332438771739,0.0,9.853922268832225,0.021392960060946646,0.12658630609361657,0.009186856687885636,0.031461603571708324,0.0,0.05799257765030426,0.0009898324993033302,No,0
1619291883025.255,42.63157632647062,-71.36135627921564,10.277824949516257,9.511878663504266,0.20873313957649298,0.0,9.875801290081137,0.0435695235574597,0.3870379327238206,0.10124977355481952,0.08614896542616736,0.0,0.26691247374023824,0.007421644243998979,No,0
1619291888184.5293,42.63174047843138,-71.36142589666663,10.106092420521968,9.485422467141275,0.12126028238706685,0.0,9.788980209299718,0.014704056084591195,0.230615982757112,0.009853167042137238,0.052048928891211974,0.0,0.046356737801855875,0.00270909099872244,No,0
1619291890321.9019,42.631878563529455,-71.36138230705876,10.016855687890356,9.60951327641113,0.1536365259256926,0.0,9.81311511092106,0.023604182098516013,0.05683772855758291,0.0133908320632188,0.01434699685548145,0.0,0.03386026995421229,0.00020583631877119462,No,0
1619291891543.52,42.63193562500004,-71.36136324399999,9.979385917494012,9.728849639043354,0.0974296870669637,0.0,9.828871859386824,0.009492543921966475,0.03175451136124413,0.006598493384414852,0.007496779499947997,0.0,0.01912407484859797,5.620170287084055e-05,No,0
