timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,pothole
1493002313.5,40.4474627744044,-79.9441896348058,0.370000004768372,0.0372772216796875,-0.9598846435546879,0.20379638671875,-0.00500674284934897,-0.00848163543968436,-0.0277509375069527,No
1493002313.6,40.4474627744044,-79.9441896348058,0.370000004768372,0.0225830078125,-0.9833984375,0.20011901855468803,-0.0197191099753827,-0.007311975088921559,0.0360682559073792,No
1493002313.8,40.4474627744044,-79.9441896348058,0.370000004768372,0.024932861328125,-0.957672119140625,0.210845947265625,-0.0129565450193445,-0.0179984415950825,0.00311243636597561,No
1493002314.0,40.4474627744044,-79.9441896348058,0.370000004768372,0.0318756103515625,-0.95892333984375,0.2078857421875,-0.0169917667030326,0.000109988553020273,-0.00337289352058536,No
1493002314.2,40.4474661107597,-79.9441898162775,0.370000004768372,0.048553466796875,-0.96026611328125,0.20317077636718803,-0.0148929294479411,-0.00203092664729443,-0.00227966589310783,No
1493002314.4,40.4474661107597,-79.9441898162775,0.370000004768372,0.0476531982421875,-0.951690673828125,0.207855224609375,-0.0266236214175221,0.00336463772120611,0.0018511632737140801,No
1493002314.6,40.4474661107597,-79.9441898162775,0.370000004768372,0.0478668212890625,-0.9582672119140621,0.194122314453125,-0.0179965773823195,0.00224344690228275,-0.006587328956310999,No
1493002314.8,40.4474661107597,-79.9441898162775,0.370000004768372,0.0465087890625,-0.95989990234375,0.20365905761718803,-0.0149981243109992,-0.00628426122425998,0.0030613036730460803,No
1493002315.0,40.4474661107597,-79.9441898162775,0.370000004768372,0.038055419921875,-0.9593353271484379,0.210296630859375,-0.0139040977351947,-0.0062917180753122,0.0009400958647979711,No
1493002315.2,40.4474649056419,-79.9441897507285,0.0,0.0420074462890625,-0.9577484130859379,0.20269775390625,-0.0127861027095794,-0.00310817530823148,-0.00118910142672038,No
1493002315.4,40.4474649056419,-79.9441897507285,0.0,0.0402069091796875,-0.9582977294921879,0.203277587890625,-0.009599896781408629,-0.00419261450411174,-0.00115368138422233,No
1493002315.6,40.4474649056419,-79.9441897507285,0.0,0.0451812744140625,-0.9581451416015621,0.20588684082031197,-0.0117586551610269,-0.004178233434225321,0.0009566074635564619,No
1493002315.8,40.4474649056419,-79.9441897507285,0.0,0.0397796630859375,-0.9608917236328121,0.20613098144531197,-0.0149075768339366,-0.00203066033118542,-0.00121360250874911,No
1493002316.0,40.4474649056419,-79.9441897507285,0.0,0.0434112548828125,-0.961151123046875,0.20509338378906197,-0.0138734713826588,-0.00416465131266591,-0.000131293841740906,No
1493002316.2,40.4474649056419,-79.9441897507285,0.0,0.041168212890625,-0.95928955078125,0.20021057128906197,-0.0138721398021137,-0.00203705191780161,0.0009294432204376539,No
1493002316.4,40.4474677199627,-79.94418990380551,0.0,0.043212890625,-0.9611968994140621,0.20225524902343803,-0.0128167290621153,-0.00523524207087777,-0.000117711720181502,No
