timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,pothole
1492638964.5,40.447444787735,-79.9441886564716,0.0,0.016998291015625,-0.9622344970703121,0.203887939453125,-0.016994429864123,0.019258649422908003,0.00723980342338,No
1492638964.8,40.447444787735,-79.9441886564716,0.0,0.050750732421875,-0.9629974365234379,0.19395446777343803,-0.018083130117746996,0.004372644193801,0.00086978841202,No
1492638964.9,40.447444787735,-79.9441886564716,0.0,0.03741455078125,-0.959228515625,0.19154357910156197,-0.014992797988818998,-0.009475793474611,0.000937166387599,No
1492638965.1,40.4474447940709,-79.94418865681621,0.0,0.05378723144531299,-0.9638519287109379,0.277252197265625,-0.046893473106332996,-0.001822134817832,0.0016570188302470002,No
1492638965.3,40.4474447940709,-79.94418865681621,0.0,0.031646728515625,-0.9530029296875,0.27105712890625,-0.007370564632903001,0.003238403885536,-0.00434867574399,No
1492638965.5,40.4474447940709,-79.94418865681621,0.0,0.03877258300781299,-0.9473419189453121,0.283523559570312,-0.012811402739935,-0.008426774321229,-0.0022418490056289996,No
1492638965.7,40.4474447940709,-79.94418865681621,0.0,0.04447937011718799,-0.947998046875,0.278518676757812,-0.017015735152843,-0.0030810110651129994,-0.003364904037315,No
1492638965.9,40.4474447940709,-79.94418865681621,0.0,0.05328369140625,-0.9471435546875,0.274276733398438,-0.021337246653715,-0.009435047109933,-0.0023265375282929997,No
1492638966.1,40.4474447940709,-79.94418865681621,0.0,0.04887390136718799,-0.94635009765625,0.2652587890625,-0.02671816363622,-0.0072717613564609995,0.0029438582689740003,No
1492638966.3,40.4474535244086,-79.9441891316783,0.40999999642372104,0.05088806152343799,-0.93658447265625,0.295486450195312,-0.025608158093875,-0.005151885128757999,0.000817324138545,No
1492638966.5,40.4474535244086,-79.9441891316783,0.40999999642372104,0.036956787109375,-0.9325714111328121,0.322357177734375,-0.026482473879747996,0.006553506810466999,-0.006685333284426,No
1492638966.7,40.4474535244086,-79.9441891316783,0.40999999642372104,0.05387878417968799,-0.9285888671875,0.334365844726562,-0.016963803511586998,-0.002018143474062,-0.006565757351481,No
1492638966.9,40.4474535244086,-79.9441891316783,0.40999999642372104,0.069717407226563,-0.9238433837890621,0.325973510742188,-0.020331104393883,-0.009440906064331,0.001948634969611,No
1492638967.1,40.4474535244086,-79.9441891316783,0.40999999642372104,0.026840209960938,-0.9346160888671879,0.354171752929688,-0.017927335193977004,-0.004140682862855,-0.015099857064640001,No
1492638967.3,40.4474654602074,-79.9441897808925,1.4700000286102302,0.065338134765625,-0.94378662109375,0.332443237304688,-0.027828169178565,-0.032795497243781,-0.007663778668921,No
1492638967.5,40.4474654602074,-79.9441897808925,1.4700000286102302,0.120620727539062,-0.8997344970703121,0.317001342773438,-0.05342833778917,-0.036883715833161,-0.006849117691465999,No
1492638967.7,40.4474654602074,-79.9441897808925,1.4700000286102302,0.05137634277343799,-0.9091796875,0.344772338867188,-0.029558158622681,-0.0030021814968459997,-0.020552945712687,No
1492638967.9,40.4474654602074,-79.9441897808925,1.4700000286102302,0.108840942382812,-0.8756561279296879,0.398834228515625,-0.013630324775135,-0.053091980543493,0.033050095443992,No
1492638968.1,40.447487058201496,-79.94419095565459,3.0599999427795397,0.089599609375,-0.93865966796875,0.342697143554688,-0.044044157056058006,-0.038006238232629996,0.0071106401105119985,No
1492638968.3,40.447487058201496,-79.94419095565459,3.0599999427795397,0.04023742675781299,-0.893035888671875,0.395462036132812,0.022392657393712996,-0.01716700270276,-0.011454788480648999,No
1492638968.5,40.447487058201496,-79.94419095565459,3.0599999427795397,0.06181335449218799,-0.947723388671875,0.404266357421875,-0.016959808769952,-0.007337275119276999,-0.009750631699107,No
1492638968.7,40.447487058201496,-79.94419095565459,3.0599999427795397,0.071990966796875,-0.9062957763671879,0.350509643554688,-0.039526903215065,-0.02314526671777,-0.003543602146459,No
1492638968.9,40.447487058201496,-79.94419095565459,3.0599999427795397,0.077072143554688,-0.9186553955078121,0.363677978515625,-0.013965350440267001,-0.022247781430412998,-0.003284210256286,No
1492638969.1,40.447487058201496,-79.94419095565459,3.0599999427795397,0.042266845703125,-0.9343719482421879,0.33038330078125,-0.024864337201416,-0.014727280828138001,0.018975289082924,No
1492638969.4,40.4475265260189,-79.9441931023953,4.78999996185303,0.073501586914063,-0.9299163818359379,0.343215942382812,-0.016026903440097,-0.019043732322939,-0.006512227813571,No
1492638969.5,40.4475265260189,-79.9441931023953,4.78999996185303,0.0333251953125,-0.9322357177734379,0.34979248046875,-0.024844363493240002,-0.029621009224406,0.009418002878956,No
1492638969.7,40.4475265260189,-79.9441931023953,4.78999996185303,0.090957641601563,-0.939727783203125,0.322647094726562,-0.084209153668306,0.051599278752502996,-0.043643883944219,No
1492638969.9,40.4475265260189,-79.9441931023953,4.78999996185303,0.12060546875,-0.916290283203125,0.320571899414062,-0.040509077025086,-0.031650337975047,-0.014193849661795,No
1492638970.1,40.4475811920784,-79.94419607580171,6.48000001907349,0.065841674804688,-0.9373321533203121,0.236480712890625,-0.052171858386869996,0.000339286722876,-0.000535029062997,No
1492638970.3,40.4475811920784,-79.94419607580171,6.48000001907349,0.06866455078125,-0.988800048828125,0.21409606933593803,-0.010554107399984003,-0.014825817788471,-0.014996792730454,No
1492638970.6,40.4475811920784,-79.94419607580171,6.48000001907349,0.022216796875,-0.9211578369140621,0.310745239257812,-0.007725297690102,-0.06482666725470901,0.061928615356484994,No
1492638970.8,40.4475811920784,-79.94419607580171,6.48000001907349,0.055999755859375,-0.981475830078125,0.270980834960938,-0.06307084514802,-0.062351791653697995,-0.016478042928756,No
1492638971.0,40.4475811920784,-79.94419607580171,6.48000001907349,0.115386962890625,-0.9701385498046879,0.299453735351562,-0.023350862753924,-0.023252858425808997,-0.018304705120442,No
1492638971.2,40.4475811920784,-79.94419607580171,6.48000001907349,0.08563232421875,-0.8968048095703121,0.112136840820312,-0.28736413636725605,-0.176828037426863,0.046560045337855,No
1492638971.4,40.4476458405538,-79.9441995921734,7.28999996185303,0.093658447265625,-0.9089813232421879,0.29986572265625,0.067696755961487,-0.034477017156057,0.014642858621583002,No
1492638971.6,40.4476458405538,-79.9441995921734,7.28999996185303,0.04351806640625,-0.9061737060546879,0.2681884765625,-0.045947251971028,-0.015656457732467,0.0027686222692459997,No
1492638971.8,40.4476458405538,-79.9441995921734,7.28999996185303,-0.03639221191406299,-0.9521331787109379,0.379074096679688,-0.000101732753641,-0.09679258981892999,0.032235168150428,No
1492638972.0,40.4476458405538,-79.9441995921734,7.28999996185303,0.070770263671875,-0.905853271484375,0.271804809570312,-0.035494344692467004,-0.033806965825793,0.007187339149906,No
1492638972.2,40.4476458405538,-79.9441995921734,7.28999996185303,0.00543212890625,-0.986602783203125,0.294540405273438,0.035216843306881004,-0.098088217689254,0.018739333010343,No
1492638972.4,40.4477217774981,-79.94420372254959,8.22999954223633,0.100051879882812,-0.89385986328125,0.23313903808593803,-0.027353860188422004,-0.138096620429405,0.0555194518771,No
